"pd","RP","vol","rfreal","rfnom","mudelta"
3.5129443604510726,0.05901266516269818,0.11932786001123653,0.02467091485051218,0.028395313941494464,0.05385298334059328
3.5424347930086304,0.0598313489077836,0.11994806539274958,0.026657509325642127,0.026657509325642134,0.058064162879048725
3.5720977253684167,0.06069735703494183,0.12060058530809771,0.0286441038007721,0.024919704709789776,0.06228912071821191
3.616954930080615,0.061134286331536974,0.12099029777801905,0.032363415741943714,0.02492843725442561,0.06983182755277503
3.5870603063562143,0.06020276162456168,0.12029030888200491,0.030384192691831555,0.026659793600849177,0.06560268157138233
3.617356565263579,0.06120077006508231,0.12104001835725957,0.032378213705629454,0.02491549250403985,0.06988075381336006
3.6426588250084926,0.06043073062062931,0.1205669928921195,0.03531881859229495,0.027856097390705353,0.07549948261001446
3.642656210264324,0.0604297223977114,0.12056623500538749,0.03531881859229496,0.027856097390705353,0.07549918992757748
3.642665722823292,0.060433390365532906,0.12056899221373542,0.03531881859229495,0.027856097390705353,0.07550025472180287
3.6237962091878355,0.05931627192182088,0.1197714522206191,0.034618140650537775,0.030879818539930506,0.07375772374890076
3.653799876976799,0.0601703938299259,0.12041703478029062,0.03660473512566772,0.029142013924078176,0.0779787937222531
3.653806574822218,0.06017316529167238,0.12041912214150827,0.03660473512566771,0.029142013924078176,0.07797959769018878
3.63194287397431,0.05918676718086616,0.11970729103714767,0.03555684684027354,0.03183244774929116,0.07558514018758339
3.631984152498295,0.059207380638974016,0.11972292063514314,0.03555684684027355,0.031832447749291164,0.07559111476829694
3.573045820611636,0.05789244913997604,0.11872142627671926,0.031583657890013626,0.035308056980995844,0.06726316050320126
3.5724800042969016,0.0579469486159774,0.11876048075511454,0.03151081549652319,0.035235214587505406,0.06713421625760924
3.5725403261252784,0.0579888055341706,0.11879248670393848,0.03151081549652318,0.035235214587505406,0.06714634088004597
3.5724838579227396,0.05802334430240577,0.11881889071745333,0.031503388957855274,0.03524171106846237,0.06714149137078841
3.56044198945565,0.058227820665049945,0.11892473001096723,0.030107898248578138,0.03384622035918523,0.06442805283669181
3.5604910971596477,0.05825777366354924,0.11894758488373215,0.03010789824857813,0.03384622035918523,0.06443673621711013
3.5605350203955504,0.05828456585652804,0.11896802418181798,0.03010789824857813,0.03384622035918523,0.06444450331183159
3.533415322911559,0.057717840602309826,0.11854329956902798,0.028354559641351744,0.03581728084294111,0.06077020938501233
3.504587340162157,0.05726533262121849,0.11819640707232869,0.026375336591239584,0.037548637189364686,0.05668029698508594
3.447727044741539,0.05653127493043356,0.11763184122201503,0.02243878735868774,0.04099219525443534,0.04859374820026963
3.4116418652379825,0.056288307169306155,0.11740837699706762,0.019528813633067105,0.04166993951028041,0.0427159983112698
3.4396663547498694,0.05670260855094054,0.11772788442240308,0.021479090028806196,0.0399639047029091,0.04673700076118127
3.4402244556744495,0.056766803094876396,0.11777738306162332,0.02151540810819701,0.03993213489442811,0.046828241899507086
3.4231832958998143,0.05650761073942497,0.11762353514267967,0.02082284212409166,0.042882560188823964,0.04535119322645961
3.423191606511652,0.056565163992048785,0.1176680028125699,0.020822842124091658,0.04288256018882396,0.04536785041212864
3.3672626134943804,0.056188366558655264,0.11737849129934362,0.016900129370782967,0.046314014577076366,0.03741222822725121
3.365897803857873,0.05625167442010911,0.11742187733579143,0.016746410291399304,0.046160295497692704,0.037125127503105065
